fecha,etiquetaOriginal,ventasArs,recTransferenciaArs,sinRespaldoArs,facAContadoArs,facBContadoArs,fcCuentaCorrienteArs,ffArs,facturadoArs,comprasArs
2023-03-24,Lunes 24,77370,0,69500,6800,1070,0,0,7870,0
2023-03-21,Sábado 21,21100,0,15050,2250,3800,0,0,6050,0
2023-03-20,viernes 20,109360,0,33060,36870,39430,12600,0,88900,0
2023-03-19,Jueves 19,103450,9700,90200,0,3550,0,0,3550,0
2023-03-18,Miércoles 18,48710,0,29990,11620,7100,0,0,18720,0
2023-03-17,Martes 17,73860,0,47350,4100,22410,0,0,26510,0
2023-03-15,Sábado 15,34150,0,29450,0,4700,0,0,4700,0
2023-03-14,Viernes 14,425810,0,23890,388730,13190,0,0,401920,0
2023-03-13,Jueves 13,59160,2800,47650,4210,4500,0,0,8710,0
2023-03-11,Martes 11,52920,0,41180,3740,8000,0,0,11740,0
2023-03-10,Lunes 10,42240,0,39240,0,3000,0,0,3000,0
2023-03-08,sábado 8,40060,7100,29660,2900,400,0,0,3300,0
2023-03-07,viernes 7,51730,0,35690,10900,5140,0,0,16040,0
2023-03-06,jueves 6,25280,0,20380,3000,1900,0,0,4900,0
2023-03-05,miercoles 5,39740,0,34630,4320,790,14200,0,19310,0
2023-03-04,martes 4,41110,0,29660,3890,7560,0,0,11450,0
2023-03-03,Lunes 3,97460,0,85560,1650,10250,0,0,11900,0
2023-03-01,sábado 1º,66190,0,59370,0,6820,0,0,6820,0
2022-10-27,Sábado 27,70420,0,46160,8310,15950,0,0,24260,0
2022-10-26,Viernes 26,129050,45620,20740,17000,0,0,0,17000,0
2022-10-25,Jueves 25,67220,0,52200,950,14070,0,0,15020,0
2022-10-24,Miércoles 24,64230,0,60010,1450,2770,2260,0,6480,0
2022-10-23,Martes 23,145878,16408,79570,26520,23380,16408,0,66308,0
2022-10-22,Lunes 22,112570,4770,80840,10140,16820,30000,0,56960,0
2022-10-20,sábado 20,157340,0,74900,2100,80340,0,0,82440,0
2022-10-18,jueves 18,117090,0,68680,28450,19960,0,0,48410,0
2022-10-16,martes 16,117090,0,68680,28450,19960,0,0,48410,0
2022-10-15,lunes 15,100770,0,80600,10220,9950,0,0,20170,0
2022-10-13,sábado 13,125358,62058,43150,5800,14350,0,0,20150,0
2022-10-12,viernes 12,151241,0,78970,38911,33360,0,0,72271,0
2022-10-11,jueves 11,100660,0,79650,800,20210,0,0,21010,0
2022-10-10,miércoles 10,96220,0,94420,1800,0,0,0,1800,0
2022-10-09,martes 9,188240,0,87750,94750,5740,10300,0,110790,0
2022-10-08,Lunes 8,99690,0,87410,680,11600,62058,0,74338,0
2022-10-06,sábado 6,47980,0,37780,4500,5700,0,0,10200,0
2022-10-05,viernes 5 ,151370,0,107270,27750,16350,0,0,44100,0
2022-10-04,jueves 4,117575,35960,62220,14685,4710,830,0,20225,0
2022-10-02,martes 2,182690,0,57690,119100,5900,0,0,125000,0
2022-10-01,lunes 1,92180,0,78730,8000,5450,0,0,13450,0
2022-09-30,Martes 30,80390,0,51710,11100,17580,3350,0,32030,0
2022-09-29,lunes 29 ,114750,14000,88700,1900,10150,0,0,12050,0
2022-09-27,Sábado 27,27800,22950,4150,700,0,0,0,700,0
2022-09-26,Viernes 26,102300,1500,59370,35430,6000,1085,0,42515,0
2022-09-25,Jueves 25,55860,0,46580,550,8730,0,0,9280,0
2022-09-23,Martes 23,75720,0,33870,27450,14400,1500,0,43350,0
2022-09-22,Lunes 22,68620,0,53710,7310,7600,0,0,14910,0
2022-09-20,sábado 20,57320,0,42690,9180,5450,0,0,14630,0
2022-09-19,Viernes 19,80900,2800,38310,3550,36240,0,0,39790,0
2022-09-18,Jueves 18,42900,0,21480,8900,12520,0,0,21420,0
2022-09-17,Miercoles 17,54840,0,32110,12880,9850,0,0,22730,0
2022-09-16,Martes 16,131346,8766,53820,26400,42360,2800,0,71560,0
2022-09-15,lunes 15,98460,9850,73340,0,15270,0,0,15270,0
2022-09-13,Sábado 13,93230,0,58930,20200,14100,0,0,34300,0
2022-09-12,viernes 12,88020,1200,63990,7750,15080,0,0,22830,0
2022-09-11,Jueves 11,75870,0,61540,6180,8150,0,0,14330,0
2022-09-10,Miércoles 10,129120,0,86170,35100,7850,0,0,42950,0
2022-09-09,Martes 9,98050,13260,39460,4310,41020,19500,0,64830,0
2022-09-08,Lunes 8,88600,9100,51350,7050,21100,9850,0,38000,0
2022-09-06,sábado 6,78430,0,49280,12000,17150,0,0,29150,0
2022-09-05,viernes 5,95940,0,75090,14750,6100,0,0,20850,0
2022-09-04,Jueves 4,117370,0,60460,2850,54060,0,0,56910,0
2022-09-03,miércoles 3,102250,0,31500,58550,12200,1200,0,71950,0
2022-09-02,Martes 2,95370,19400,57520,10600,7850,14000,0,32450,0
2022-09-01,Lunes 1 ro.,89800,0,69890,550,19360,19400,0,39310,0
2022-08-31,Lunes 31,40120,0,31570,6500,2050,0,0,8550,0
2022-08-31,Sábado 31,0,19300,0,0,0,0,0,0,0
2022-08-31,Martes 31,113490,0,66490,9050,37950,0,0,47000,0
2022-08-30,Viernes 30,178722,0,44610,1800,132312,19850,0,153962,0
2022-08-30,Miércoles 30,37500,0,28500,9000,0,0,0,9000,0
2022-08-30,Lunes 30,74050,0,53270,7480,13300,3500,0,24280,0
2022-08-30, Jueves 30,129650,0,62500,40650,26500,0,0,67150,0
2022-08-30,Martes 30,214080,0,86310,52100,75670,0,0,127770,0
2022-08-30, Jueves 30,281830,0,231730,16700,33400,0,0,50100,0
2022-08-29,Jueves 29,72950,0,27400,36000,9550,0,0,45550,0
2022-08-29,Sábado 29,17240,0,4640,6300,6300,36250,0,48850,0
2022-08-29,Martes 29,34470,0,19470,14000,1000,0,0,15000,0
2022-08-29,Miércoles 29 ,325641,18900,219421,7250,80070,0,0,87320,0
2022-08-29,viernes 29 ,164480,0,126570,8500,29410,0,0,37910,0
2022-08-29,Lunes 29 ,144330,0,127080,4300,12950,0,0,17250,0
2022-08-29,Miércoles 29,219300,0,163280,6700,49320,0,0,56020,0
2022-08-28,Miércoles 28,39730,0,20430,17100,2200,0,0,19300,0
2022-08-28,Viernes 28,31900,0,19700,6050,6150,0,0,12200,0
2022-08-28,Lunes 28,21190,1500,9990,0,9700,0,0,9700,0
2022-08-28,Sábado 28,39450,0,29550,0,9900,0,0,9900,0
2022-08-28,Martes 28 ,106650,0,84100,10050,12500,0,0,22550,0
2022-08-28,Jueves 28 ,72340,0,69940,0,2400,0,0,2400,0
2022-08-28,Martes 28,373620,278150,84600,10870,0,68000,0,78870,0
2022-08-27,Martes 27,146950,118260,16130,5220,7340,0,0,12560,0
2022-08-27,Jueves 27,18580,0,10880,4550,3150,2601,0,10301,0
2022-08-27,Martes 27,40090,0,33560,2000,4530,0,0,6530,0
2022-08-27,Lunes 27,50310,0,33860,3050,13400,0,0,16450,0
2022-08-27,Miércoles 27,114990,0,64350,4300,46340,0,0,50640,0
2022-08-27, Sábado 27,133450,0,98280,15450,19720,0,0,35170,0
2022-08-27,Lunes 27,422370,85500,273380,25490,38000,11000,0,74490,0
2022-08-26,Lunes 26,49420,0,34670,4100,10650,0,0,14750,0
2022-08-26,Miércoles 26,60500,0,53600,6900,0,2601,0,9501,0
2022-08-26,Sábado 26 ,58490,0,51890,700,5900,0,0,6600,0
2022-08-26,Lunes 26,135910,22400,104530,4880,4100,0,0,8980,0
2022-08-26,Martes 26,75520,0,43120,30050,2350,0,0,32400,0
2022-08-26,Viernes 26,152769,51159,87060,4050,10500,0,0,14550,0
2022-08-25, Viernes 25,62241,2101,50640,1250,8250,0,0,9500,0
2022-08-25,miercoles 25,55750,0,61100,-22000,16650,0,0,-5350,0
2022-08-25,Sábado 25,104910,0,35410,25350,44150,0,0,69500,0
2022-08-25,Lunes 25,158920,0,115540,30170,13210,0,0,43380,0
2022-08-25,Jueves 25 ,120990,0,54960,25080,40950,51590,0,117620,0
2022-08-24,sábado 24,30980,0,21540,0,9440,118260,0,127700,0
2022-08-24, Jueves 24,13850,0,12200,0,1650,0,0,1650,0
2022-08-24,Sábado 24,37350,31400,0,5950,0,0,0,5950,0
2022-08-24,Martes 24,684929,0,104480,580449,0,0,0,580449,0
2022-08-24,viernes 24,136070,0,58880,67450,9740,0,0,77190,0
2022-08-24,Miércoles 24 ,261802,130162,92640,12850,26150,130162,0,169162,0
2022-08-23,Viernes 23,94360,0,84020,0,10340,0,0,10340,0
2022-08-23,Miércoles 23,60110,0,31170,5100,23840,5040,0,33980,0
2022-08-23,Viernes 23,57720,7200,46870,1000,2650,22400,0,26050,0
2022-08-23,Lunes 23,76560,0,53770,12200,10590,0,0,22790,0
2022-08-23,Jueves 23,112610,0,75150,30650,6810,0,0,37460,0
2022-08-23, Sábado23,72550,0,41500,5900,25150,0,0,31050,0
2022-08-23,Martes 23,81230,0,70680,1800,8750,0,0,10550,0
2022-08-23,Jueves 23 ,189320,0,116980,62780,9560,0,0,72340,0
2022-08-22,Jueves 22,184810,0,163080,9650,12080,0,0,21730,0
2022-08-22,Sábado 22,63390,0,56790,0,6600,0,0,6600,0
2022-08-22,Martes 22,69250,0,32490,27520,9240,1440,0,38200,0
2022-08-22,Jueves 22,74380,53450,1980,18950,0,0,0,18950,0
2022-08-22,miércoles 22,86390,0,48670,20350,17370,20500,0,58220,0
2022-08-22,Viernes 22,120885,0,80670,18415,21800,0,0,40215,0
2022-08-22,miércoles 22 ,213079,94499,88280,1500,28800,55499,0,85799,0
2022-08-21,Miercoles 21,89060,7280,55080,0,26700,0,0,26700,0
2022-08-21,Viernes 21,51770,0,39030,5220,7520,0,0,12740,0
2022-08-21,Sábado 21,46800,0,39900,0,6900,0,0,6900,0
2022-08-21,Martes 21,102500,0,92700,1300,8500,0,0,9800,0
2022-08-21,Jueves 21 ,158510,0,119010,20800,18700,19800,0,59300,0
2022-08-21,Martes 21,287860,0,206990,26370,54500,68250,0,149120,0
2022-08-20,Martes 20,101530,0,86250,6000,9280,3300,0,18580,0
2022-08-20,Jueves 20,100070,0,66660,6640,26770,0,0,33410,0
2022-08-20,Martes 20,34560,26720,700,7140,0,0,0,7140,0
2022-08-20,viernes 20,217233,84233,119250,0,13750,6000,0,19750,0
2022-08-20,Lunes 20 ,138720,14000,84570,6400,33750,40194,0,80344,0
2022-08-20,Miércoles 20 ,102280,0,54730,16050,31500,0,0,47550,0
2022-08-20,Sabado 20,85550,0,77800,0,7750,0,0,7750,0
2022-08-20,Lunes 20 ,235700,0,175300,9500,50900,0,0,60400,0
2022-08-19,lunes 19,41500,0,37360,2050,2090,2410,0,6550,0
2022-08-19,Miercoles 19,45680,0,40690,1350,3640,0,0,4990,0
2022-08-19,Sábado 19 ,43180,0,41230,0,1950,0,0,1950,0
2022-08-19,Lunes 19,62880,41830,1100,19950,0,0,0,19950,0
2022-08-19,Jueves 19,81120,0,58990,16000,6130,0,0,22130,0
2022-08-19,Martes 19,205890,0,116190,36200,53500,32974,0,122674,0
2022-08-19,Viernes 19 ,112830,0,96600,1250,14980,0,0,16230,0
2022-08-18,Martes 18,44275,0,37670,2255,4350,0,0,6605,0
2022-08-18,Viernes 18,111320,0,99590,4400,7330,0,0,11730,0
2022-08-18,Miercoles 18,55659,9490,28720,10049,7400,50460,0,67909,0
2022-08-18,Sabado18,108590,0,107890,0,700,0,0,700,0
2022-08-18,Lunes 18 ,178330,20500,93330,50800,13700,0,0,64500,0
2022-08-18, jueves 18,93570,0,69470,4800,19300,0,0,24100,0
2022-08-18,Sábado 18 ,130580,0,121280,0,9300,0,0,9300,0
2022-08-17,Sábado 17,56990,0,51440,2500,3050,6000,0,11550,0
2022-08-17,Lunes 17,81680,0,54530,20250,6900,0,0,27150,0
2022-08-17,Sabado 17,52220,32470,12000,7750,0,0,0,7750,0
2022-08-17,Martes 17,58270,0,54820,2300,1150,0,0,3450,0
2022-08-17,Viernes 17 ,114780,0,95230,5400,14150,0,0,19550,0
2022-08-17,Miércoles 17,159700,0,66130,75000,18570,0,0,93570,0
2022-08-17, Viernes 17,313520,0,281430,16420,15670,6500,0,38590,0
2022-08-16,viernes 16,96690,0,48540,6650,41500,0,0,48150,0
2022-08-16,Miércoles 16,240001,36001,46270,153000,4730,26000,0,183730,0
2022-08-16,Viernes 16,291490,219080,37410,32700,2300,21900,0,56900,0
2022-08-16,Jueves 16,141910,0,107660,20500,13750,0,0,34250,0
2022-08-16,Sábado 16,189850,0,169970,7000,12880,0,0,19880,0
2022-08-16,Martes 16 ,169314,54944,87180,19250,7940,0,0,27190,0
2022-08-16,Jueves 16 ,253340,0,230270,2500,20570,0,0,23070,0
2022-08-15,Jueves 15,80970,0,42040,12300,26630,17000,0,55930,0
2022-08-15,Sábado 15,41790,0,39790,0,2000,0,0,2000,0
2022-08-15,Martes 15,26650,0,19930,6720,0,0,0,6720,0
2022-08-15,Jueves 15,61670,57410,960,3300,0,0,0,3300,0
2022-08-15,Viernes 15,109260,0,69810,16000,23450,0,0,39450,0
2022-08-15,Lunes 15 ,138890,0,103590,3200,32100,0,0,35300,0
2022-08-15,Miercoles 15 ,142240,0,131290,2500,8450,0,0,10950,0
2022-08-14,Miércoles 14,52070,0,33970,2200,15900,0,0,18100,0
2022-08-14,Viernes 14,38050,0,31550,5700,800,0,0,6500,0
2022-08-14, Lunes  14,99980,0,72490,20650,6840,0,0,27490,0
2022-08-14,Miercoles 14,33150,22000,0,11150,0,0,0,11150,0
2022-08-14,Sábado 14,92540,0,49120,570,42850,0,0,43420,0
2022-08-14, Martes 14,90960,0,82730,4050,4180,0,0,8230,0
2022-08-14,Jueves 14,76310,0,62110,3800,10400,0,0,14200,0
2022-08-14,Martes 14,254870,0,198870,48100,7900,85500,0,141500,0
2022-08-13,Martes 13,60950,0,23450,37500,0,0,0,37500,0
2022-08-13,Jueves 13,51520,0,38250,5300,7970,0,0,13270,0
2022-08-13,Lunes 13,195960,0,154220,5750,35990,0,0,41740,0
2022-08-13,Miércoles 13,98130,71930,0,26200,0,0,0,26200,0
2022-08-13,Sábado 13 ,93800,0,67400,16000,10400,0,0,26400,0
2022-08-13,Lunes 13,216100,0,103750,5390,106960,0,0,112350,0
2022-08-12,Lunes 12,120400,0,40000,76100,4300,0,0,80400,0
2022-08-12,Miércoles 12,41500,0,35080,0,6420,0,0,6420,0
2022-08-12, Sábado 12,67680,0,57810,0,9870,0,0,9870,0
2022-08-12,Lunes  12,73610,72050,1560,0,0,0,0,0,0
2022-08-12,Jueves 12,58520,0,40560,6950,11010,0,0,17960,0
2022-08-12,Martes 12,162330,147110,3100,12120,0,0,0,12120,0
2022-08-12,Viernes 12,103780,0,63180,9500,31100,14750,0,55350,0
2022-08-11,Martes 11,103110,0,80900,0,22210,0,0,22210,0
2022-08-11,Viernes 11,27300,0,21550,3300,2450,0,0,5750,0
2022-08-11,Miércoles 11,102300,0,99270,0,3030,31233,0,34263,0
2022-08-11,Sábado 11,49870,0,36240,0,13630,0,0,13630,0
2022-08-11,Jueves 11 ,121500,0,100600,7400,13500,0,0,20900,0
2022-08-11,Sábado 11,106910,0,80960,9800,16150,0,0,25950,0
2022-08-10,sábado 10,64200,0,47600,0,16600,0,0,16600,0
2022-08-10,Lunes 10,37960,0,34580,0,3380,0,0,3380,0
2022-08-10,Jueves 10,78310,0,76860,750,700,0,0,1450,0
2022-08-10,Sábado10,20270,15150,0,5120,0,0,0,5120,0
2022-08-10,Martes 10,59200,0,34450,21200,3550,0,0,24750,0
2022-08-10,Viernes 10,92200,0,86550,4600,1050,29960,0,35610,0
2022-08-10,Miercoles 10,99750,0,53180,18800,27770,0,0,46570,0
2022-08-10,Viernes 10,310140,0,286140,6900,17100,0,0,24000,0
2022-08-09,viernes 9,60510,12400,35560,2900,9650,0,0,12550,0
2022-08-09,Sábado 09,78680,0,52880,3150,22650,0,0,25800,0
2022-08-09,Miércoles 9,51860,0,43440,5120,3300,2601,0,11021,0
2022-08-09,Jueves 9 ,66780,0,46180,14800,5800,0,0,20600,0
2022-08-09,Sábado 9,121130,0,102130,15000,4000,0,0,19000,0
2022-08-09, Martes 9,106910,10600,78910,6800,10600,0,0,17400,0
2022-08-09,Jueves 9 ,348550,8400,270800,24820,44530,0,0,69350,0
2022-08-08,Jueves 8,255110,0,142900,10310,101900,0,0,112210,0
2022-08-08,Viernes 08,43550,0,42120,0,1430,3660,0,5090,0
2022-08-08,Jueves 8,77450,47440,3750,26260,0,0,0,26260,0
2022-08-08, miercoles 8,66060,0,53360,1500,11200,0,0,12700,0
2022-08-08,Viernes 8,60950,0,39750,0,21200,0,0,21200,0
2022-08-08,Lunes 8,114740,88240,16600,9900,0,0,0,9900,0
2022-08-07,miércoles 7,64900,0,56400,1900,6600,13300,0,21800,0
2022-08-07,Jueves 07,35720,3300,15570,5350,11500,0,0,16850,0
2022-08-07,Lunes 7 ,55280,47100,450,7730,0,0,0,7730,0
2022-08-07,Sábado 7,46660,0,40160,0,6500,12960,0,19460,0
2022-08-07,Martes 7,161400,7600,116650,25400,11750,0,0,37150,0
2022-08-07,Jueves 7,83090,0,69090,0,14000,0,0,14000,0
2022-08-07,Martes 7,98500,0,73000,8400,17100,0,0,25500,0
2022-08-06,Martes 6,85970,0,80570,3400,2000,12400,0,17800,0
2022-08-06,Martes 6,38350,0,35100,3250,0,0,0,3250,0
2022-08-06,Viernes 6,97277,38640,10037,1300,47300,0,0,48600,0
2022-08-06,Lunes 6,197540,97400,84020,6850,9270,116892,0,133012,0
2022-08-06,Miércoles 6,60950,0,39750,0,21200,0,0,21200,0
2022-08-06, Sábado 6,154320,0,143390,0,10930,0,0,10930,0
2022-08-06,Lunes 6,116839,6729,86610,1500,22000,6729,0,30229,0
2022-08-05,Lunes 5,90430,0,82700,0,7730,0,0,7730,0
2022-08-05,Miércoles 05,142730,10800,68770,24960,38200,6257,0,69417,0
2022-08-05,Sábado 5,88250,36250,41150,2700,8150,0,0,10850,0
2022-08-05,Lunes 5,27180,0,12130,3300,11750,0,0,15050,0
2022-08-05,Jueves 5,79790,12300,66790,0,700,0,0,700,0
2022-08-05,Martes 5,111050,0,105270,5100,680,0,0,5780,0
2022-08-05, Viernes 5,181664,43274,80890,25000,32500,0,0,57500,0
2022-08-04,Martes 4,59630,21450,26950,2950,8280,0,0,11230,0
2022-08-04,viernes 4,42310,0,27750,7260,7300,0,0,14560,0
2022-08-04,miercoles 4 ,59920,0,56470,0,3450,12300,0,15750,0
2022-08-04, Sabado 4,49340,0,27190,10200,11950,5400,0,27550,0
2022-08-04,Lunes 4,130590,0,115590,8700,6300,0,0,15000,0
2022-08-04,Sábado 4,76560,0,50710,800,25050,0,0,25850,0
2022-08-03,Lunes 03,59930,0,37830,16810,5290,0,0,22100,0
2022-08-03,Jueves 3,22420,0,14070,1300,7050,0,0,8350,0
2022-08-03,Sábado 3,22650,0,18900,0,3750,0,0,3750,0
2022-08-03,viernes 3 ,116134,0,92580,6350,17204,0,0,23554,0
2022-08-03,Miércoles 3  ,191780,0,112360,4400,75020,0,0,79420,0
2022-08-03,Viernes 3,166260,0,148710,5700,11850,0,0,17550,0
2022-08-02,Miércoles 2,139100,0,134450,0,4650,0,0,4650,0
2022-08-02,Viernes 2,27180,0,36930,6750,0,0,0,6750,0
2022-08-02, Jueves 2,64590,0,52140,1200,11250,0,0,12450,0
2022-08-02,Martes 2 ,171830,0,101180,27700,42950,0,0,70650,0
2022-08-02,Jueves 2,136400,0,75050,43050,18300,0,0,61350,0
2022-08-01,Martes 1,26850,0,10050,9750,7050,0,0,16800,0
2022-08-01,Jueves 1,52730,0,22330,12400,18000,0,0,30400,0
2022-08-01,Viernes 1,92756,0,30300,49956,12500,0,0,62456,0
2022-08-01,Lunes 1,115160,0,85030,21230,8900,7639,0,37769,0
2022-08-01,Miércoles 1,196310,0,156850,30700,8760,0,0,39460,0
2022-07-31,Lunes 31,131620,10000,107220,7150,7250,29000,0,43400,0
2022-07-29,Sábado 29,252100,0,219350,4100,28650,0,0,32750,0
2022-07-28,Viernes 28,297724,0,82910,190324,24490,0,0,214814,0
2022-07-27,Jueves 27,96050,0,68700,400,26950,0,0,27350,0
2022-07-26,Miércoles 26,479060,234000,130080,88280,26700,0,0,114980,0
2022-07-25,Martes 25,163720,4600,83370,56050,19700,0,0,75750,0
2022-07-24,Lunes 24,179918,0,106400,32468,41050,0,0,73518,0
2022-07-22,Sábado 22,95090,0,58230,11400,25460,0,0,36860,0
2022-07-21,Viernes 21,414510,6500,332370,7600,68040,0,0,75640,0
2022-07-20,jueves 20,259730,0,228860,8800,22070,4600,0,35470,0
2022-07-19,Miércoles 19,223530,47000,158780,9150,8600,0,0,17750,0
2022-07-18,martes 18,179792,0,153092,11450,15250,47000,0,73700,0
2022-07-17,lunes 17,273320,0,124920,132200,16200,23000,0,171400,0
2022-07-15,Sábado 15,60800,0,39500,800,20500,0,0,21300,0
2022-07-14,Viernes 14,181500,31950,109200,22050,18300,0,0,40350,0
2022-07-13,Jueves 13,210930,0,163180,13600,34150,0,0,47750,0
2022-07-11,Martes 11,204450,0,136700,30800,36950,0,0,67750,0
2022-07-10,Lunes 10,180570,0,127670,15100,37800,12000,0,64900,0
2022-07-08,Sábado 8,116200,0,73100,31600,11500,0,0,43100,0
2022-07-07,viernes 7,419260,0,223280,150000,45980,75500,0,271480,0
2022-07-06,Jueves 6,161400,0,133800,0,27600,377500,0,405100,0
2022-07-05,Miércoles 5,248580,0,189780,46400,12400,0,0,58800,0
2022-07-04,Martes 4,288740,0,205960,49820,32960,2700,0,85480,0
2022-07-03,Lunes 3,392280,0,295330,26700,70250,0,0,96950,0
2022-06-26,Sábado 26,64900,0,46850,1500,16550,0,0,18050,0
2022-06-25,Viernes 25,273374,19000,182330,3900,68144,0,0,72044,0
2022-06-24,Jueves 24,170120,0,126070,12450,31600,0,0,44050,0
2022-06-23,Miércoles 23,234290,0,194690,24300,15300,0,0,39600,0
2022-06-22,Martes 22,91060,0,61650,27260,2150,0,0,29410,0
2022-06-21,Lunes 21,119950,0,92030,10870,17050,0,0,27920,0
2022-06-19,Sábado 19,113080,0,92080,2200,18800,0,0,21000,0
2022-06-18,Viernes 18,118080,0,87520,1900,28660,0,0,30560,0
2022-06-17,Jueves 17,145540,0,130740,2600,12200,0,0,14800,0
2022-06-16,Miércoles 16,165530,0,129960,4000,31570,10800,0,46370,0
2022-06-15,Martes 15,300220,0,191920,96200,12100,52087,0,160387,0
2022-06-14,Lunes 14,31880,0,12230,11250,8400,0,0,19650,0
2022-06-12,Sábado 12,82730,0,42530,24700,15500,0,0,40200,0
2022-06-11,Viernes 11,130000,0,100910,3700,25390,0,0,29090,0
2022-06-10,Jueves 10,148290,0,68390,50000,29900,0,0,79900,0
2022-06-09,Miercoles 9,129010,0,112020,1100,15890,0,0,16990,0
2022-06-08,Martes 8,128320,0,106520,15100,6700,0,0,21800,0
2022-06-07,Lunes 7,133920,16900,80270,11000,25750,16900,0,53650,0
2022-06-05,Sábado 5,71850,0,55150,6850,9850,0,0,16700,0
2022-06-04,Viernes 4,121240,0,92740,5000,23500,12200,0,40700,0
2022-06-03,Jueves 3,174850,0,106350,51800,16700,0,0,68500,0
2022-06-02,Martes 2,228800,0,203620,7900,17280,0,0,25180,0
2022-06-02,Miércoles 2,146160,0,104660,10200,31300,0,0,41500,0
2022-05-31,Jueves 31,136758,0,73900,47028,15830,0,0,62858,0
2022-05-30,Miércoles 30,101563,31673,51390,4500,14000,0,0,18500,0
2022-05-29,Martes 29,114990,0,106140,0,8850,36000,0,44850,0
2022-05-28,Lunes 28,127850,0,88150,10000,29700,0,0,39700,0
2022-05-26,Sábado 26,88350,0,76810,0,11540,0,0,11540,0
2022-05-25,viernes 25,260620,0,215840,12800,31980,21000,0,65780,0
2022-05-23,Miercoles 23 ,165800,0,117000,9450,39350,18000,0,66800,0
2022-05-22,Martes  22,135990,12000,98210,10300,15480,0,0,25780,0
2022-05-21,Lunes 21 ,77200,0,57100,12400,7700,51600,0,71700,0
2022-05-19,Sábado 19,177800,0,135700,13800,28300,0,0,42100,0
2022-05-18, Viernes  18,183180,0,110710,26720,45750,0,0,72470,0
2022-05-17,Jueves 17,146340,0,75090,66600,4650,0,0,71250,0
2022-05-16,Miércoles 16,185650,20200,67450,16400,81600,0,0,98000,0
2022-05-15,Martes 15,228870,0,137850,38400,52620,0,0,91020,0
2022-05-14,Lunes 14,160100,46800,75500,13000,24800,0,0,37800,0
2022-05-12,Sabado 12 ,72100,0,51000,21100,0,0,0,21100,0
2022-05-10,Jueves 10,57060,7560,30450,2000,17050,0,0,19050,0
2022-05-09,Miercoles 9 ,86330,0,35680,25700,24950,7560,0,58210,0
2022-05-08,martes 8,230660,118000,80510,11800,20350,30976,0,63126,0
2022-05-07,Lunes 7,138180,1650,100430,16700,19400,103200,0,139300,0
2022-05-05,Sábado 5 ,142000,0,87550,9600,44850,0,0,54450,0
2022-05-04, viernes 4,73430,5300,51250,6550,10330,6250,0,23130,0
2022-05-03,Jueves 3,98730,0,77860,9800,11070,0,0,20870,0
2022-05-02,Miércoles 2,232030,0,138580,53300,40150,0,0,93450,0
2022-04-30,Sábado 30 ,27210,0,21850,1200,4160,8400,0,13760,0
2022-04-29,viernes 29 ,51130,7050,32930,900,10250,8600,0,19750,0
2022-04-28, Jueves 28,194140,0,69840,115500,8800,0,0,124300,0
2022-04-27,Miércoles 27 ,90440,0,45250,6830,38360,0,0,45190,0
2022-04-26,Sábado 26,42190,0,42190,0,0,0,0,0,0
2022-04-26,Martes 26,95250,0,66450,18100,10700,0,0,28800,0
2022-04-25,Lunes  25,189336,24086,122100,35300,7850,0,0,43150,0
2022-04-23,Sábado 23 ,109600,0,64100,40000,5500,0,0,45500,0
2022-04-22,Viernes 22,130830,0,89330,10900,30600,0,0,41500,0
2022-04-21,Jueves 21,97390,0,52090,22350,22950,46000,0,91300,0
2022-04-20,Miércoles 20,154950,0,124450,2000,28500,0,0,30500,0
2022-04-19,Martes 19,86040,0,37500,12640,35900,0,0,48540,0
2022-04-18, Lunes 18,226180,0,64700,55230,106250,0,0,161480,0
2022-04-16,Sábado 16,81960,0,52360,0,29600,0,0,29600,0
2022-04-14,Jueves 14,92930,0,75980,9600,7350,0,0,16950,0
2022-04-13,Miercoles 13,73900,0,60240,800,12860,0,0,13660,0
2022-04-12,Martes 12,138270,0,80120,40150,18000,0,0,58150,0
2022-04-11,Lunes 11 ,73530,0,29830,18800,24900,0,0,43700,0
2022-04-09,sábado 9,46820,0,43620,0,3200,0,0,3200,0
2022-04-08,viernes 8,67220,0,51330,5150,10740,0,0,15890,0
2022-04-07, Jueves 7,133570,58000,49920,2200,23450,12000,0,37650,0
2022-04-06,miércoles 6,172330,0,115980,46200,10150,82086,0,138436,0
2022-04-05,martes 5,143810,0,102310,0,41500,0,0,41500,0
2022-04-04,lunes 4,100380,86570,13810,0,0,0,0,0,0
2022-03-31,Martes 31,31850,0,26450,0,5400,0,0,5400,0
2022-03-30,Lunes 30 ,313180,0,106880,199600,6700,0,0,206300,0
2022-03-28,Sábado 28,89280,0,40380,9700,39200,0,0,48900,0
2022-03-27,Viernes 27,122710,0,99330,2180,21200,0,0,23380,0
2022-03-26,Jueves 26,112370,21000,82570,0,8800,44400,0,53200,0
2022-03-24,Martes 24,176750,0,152800,5200,18750,0,0,23950,0
2022-03-23,Lunes 23,70390,0,38890,15600,15900,0,0,31500,0
2022-03-21,Sábado 21 ,50550,0,49550,0,1000,0,0,1000,0
2022-03-20,Viernes 20,68200,0,25050,23600,19550,0,0,43150,0
2022-03-19,Jueves 19,57350,0,22890,14000,20460,0,0,34460,0
2022-03-17,Martes 17,50250,0,17850,0,32400,0,0,32400,0
2022-03-16,Lunes 16,27450,0,19900,1000,6550,0,0,7550,0
